"pgstib","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Beamte, gehobener Dienst","2015","Bayern","60","0.012769024254139","0.00948677554892284","0.0160512729593552"
"Beamte, gehobener Dienst","2015","Saarland","","","",""
"Beamte, gehobener Dienst","2015","Berlin","","","",""
"Beamte, gehobener Dienst","2015","Brandenburg","","","",""
"Beamte, gehobener Dienst","2015","Mecklenburg-Vorpommern","","","",""
"Beamte, gehobener Dienst","2015","Sachsen","","","",""
"Beamte, gehobener Dienst","2015","Sachsen-Anhalt","","","",""
"Beamte, gehobener Dienst","2015","Thueringen","","","",""
"Beamte, höherer Dienst","2015","Schleswig-Holstein","","","",""
"Beamte, höherer Dienst","2015","Hamburg","","","",""
"Beamte, höherer Dienst","2015","Niedersachsen","41","0.0134748804533669","0.00910322024543954","0.0178465406612942"
"Beamte, höherer Dienst","2015","Bremen","","","",""
"Beamte, höherer Dienst","2015","Nordrhein-Westfalen","54","0.00755652596936289","0.00531211686099801","0.00980093507772778"
"Beamte, höherer Dienst","2015","Hessen","","","",""
"Beamte, höherer Dienst","2015","Rheinland-Pfalz,Saarland","","","",""
"Beamte, höherer Dienst","2015","Baden-Wuerttemberg","42","0.0160453987081925","0.0117427198598476","0.0203480775565374"
"Beamte, höherer Dienst","2015","Bayern","54","0.0100432990222409","0.00712835956162023","0.0129582384828616"
"Beamte, höherer Dienst","2015","Saarland","","","",""
"Beamte, höherer Dienst","2015","Berlin","","","",""
"Beamte, höherer Dienst","2015","Brandenburg","","","",""
"Beamte, höherer Dienst","2015","Mecklenburg-Vorpommern","","","",""
"Beamte, höherer Dienst","2015","Sachsen","","","",""
"Beamte, höherer Dienst","2015","Sachsen-Anhalt","","","",""
"Beamte, höherer Dienst","2015","Thueringen","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Schleswig-Holstein","266","0.0689731426644041","0.0537965433770749","0.0841497419517333"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Hamburg","131","0.0676749424843959","0.0464693049192111","0.0888805800495807"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Niedersachsen","522","0.0562332449502535","0.047763604693346","0.064702885207161"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Bremen","67","0.079782393601853","0.0455023575358074","0.114062429667899"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Nordrhein-Westfalen","1262","0.075617253338583","0.0689486036923502","0.0822859029848158"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Hessen","453","0.0808652977787253","0.0689289927328841","0.0928016028245666"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Rheinland-Pfalz,Saarland","243","0.0730849389212733","0.0595807029521122","0.0865891748904345"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Baden-Wuerttemberg","818","0.0665808303605006","0.0584009183965582","0.0747607423244429"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Bayern","880","0.0643450086876555","0.0572910918926789","0.0713989254826321"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Saarland","151","0.106400086980255","0.0753974351454997","0.13740273881501"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Berlin","320","0.0596122330682048","0.0463045489239424","0.0729199172124671"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Brandenburg","250","0.0380805415483841","0.0272246163896435","0.0489364667071246"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Mecklenburg-Vorpommern","104","0.0346841122229896","0.0203617603587148","0.0490064640872643"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Sachsen","220","0.0325878011392208","0.0240720460276777","0.0411035562507639"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Sachsen-Anhalt","133","0.0368495788912071","0.0249011795492724","0.0487979782331417"
"nicht erwerbstätig (NE): keine weitere Angaben","2016","Thueringen","137","0.041727601319837","0.0294257274566155","0.0540294751830585"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Schleswig-Holstein","62","0.0349404426645546","0.0239429263468239","0.0459379589822853"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Hamburg","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Niedersachsen","135","0.0426564953195699","0.0352269448523417","0.0500860457867982"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Bremen","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Nordrhein-Westfalen","281","0.0429104483669387","0.0377988190714767","0.0480220776624008"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Hessen","92","0.0488494517984729","0.0394120225049989","0.0582868810919469"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Rheinland-Pfalz,Saarland","50","0.0309502893745483","0.0219648050785778","0.0399357736705188"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Baden-Wuerttemberg","133","0.0383027623024062","0.0320052373036269","0.0446002873011856"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Bayern","180","0.0349583615162804","0.0296780007925447","0.0402387222400161"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Saarland","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Berlin","55","0.0445409410410762","0.0329460401991359","0.0561358418830166"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Brandenburg","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Mecklenburg-Vorpommern","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Sachsen","61","0.0310860180100725","0.0227623449383169","0.039409691081828"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Sachsen-Anhalt","35","0.0520994116437025","0.038005088933854","0.0661937343535509"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2016","Thueringen","","","",""
"NE: arbeitslos gemeldet","2016","Schleswig-Holstein","62","0.0558007151070521","0.0420538056730966","0.0695476245410076"
"NE: arbeitslos gemeldet","2016","Hamburg","","","",""
"NE: arbeitslos gemeldet","2016","Niedersachsen","144","0.0395105729199302","0.0323484954866876","0.0466726503531729"
"NE: arbeitslos gemeldet","2016","Bremen","","","",""
"NE: arbeitslos gemeldet","2016","Nordrhein-Westfalen","333","0.0487544408544655","0.0433225010587046","0.0541863806502264"
"NE: arbeitslos gemeldet","2016","Hessen","89","0.0529034557406116","0.0431031781015738","0.0627037333796495"
"NE: arbeitslos gemeldet","2016","Rheinland-Pfalz,Saarland","67","0.0421433356085956","0.0317189415408831","0.0525677296763082"
"NE: arbeitslos gemeldet","2016","Baden-Wuerttemberg","92","0.030150562347309","0.0245396234967015","0.0357615011979166"
"NE: arbeitslos gemeldet","2016","Bayern","145","0.0333341523765328","0.0281735793615659","0.0384947253914996"
"NE: arbeitslos gemeldet","2016","Saarland","","","",""
"NE: arbeitslos gemeldet","2016","Berlin","72","0.0851936562222252","0.0695026962004396","0.100884616244011"
"NE: arbeitslos gemeldet","2016","Brandenburg","86","0.0849981212026169","0.0691797565232641","0.10081648588197"
"NE: arbeitslos gemeldet","2016","Mecklenburg-Vorpommern","45","0.0855114186246696","0.0636229428628653","0.107399894386474"
"NE: arbeitslos gemeldet","2016","Sachsen","97","0.0642294228651877","0.052471203502185","0.0759876422281904"
"NE: arbeitslos gemeldet","2016","Sachsen-Anhalt","88","0.101270493003956","0.0821366428863754","0.120404343121537"
"NE: arbeitslos gemeldet","2016","Thueringen","54","0.0684529153627309","0.0529178369391613","0.0839879937863004"
"NE: Rentner/Rentnerin","2016","Schleswig-Holstein","176","0.299490754118677","0.27205909968295","0.326922408554404"
"NE: Rentner/Rentnerin","2016","Hamburg","91","0.318274341273901","0.278950191409615","0.357598491138186"
"NE: Rentner/Rentnerin","2016","Niedersachsen","539","0.279114938731803","0.262623421693292","0.295606455770314"
"NE: Rentner/Rentnerin","2016","Bremen","35","0.305640553701615","0.24735779056249","0.363923316840741"
"NE: Rentner/Rentnerin","2016","Nordrhein-Westfalen","974","0.249115166159355","0.238206082126968","0.260024250191741"
"NE: Rentner/Rentnerin","2016","Hessen","293","0.22646189050716","0.208137157568626","0.244786623445694"
"NE: Rentner/Rentnerin","2016","Rheinland-Pfalz,Saarland","279","0.283473905641114","0.260090452075214","0.306857359207015"
"NE: Rentner/Rentnerin","2016","Baden-Wuerttemberg","549","0.267178947101419","0.25265997890464","0.281697915298198"
"NE: Rentner/Rentnerin","2016","Bayern","804","0.246304614190752","0.233918096322068","0.258691132059435"
"NE: Rentner/Rentnerin","2016","Saarland","52","0.218084678762865","0.176565502156065","0.259603855369665"
"NE: Rentner/Rentnerin","2016","Berlin","215","0.259232685804024","0.234602533982923","0.283862837625124"
"NE: Rentner/Rentnerin","2016","Brandenburg","301","0.330229157010762","0.303553399903613","0.356904914117911"
"NE: Rentner/Rentnerin","2016","Mecklenburg-Vorpommern","154","0.272707812223198","0.237848599742065","0.30756702470433"
"NE: Rentner/Rentnerin","2016","Sachsen","397","0.266422378315843","0.245219332924667","0.287625423707018"
"NE: Rentner/Rentnerin","2016","Sachsen-Anhalt","232","0.321588893820647","0.291964914171974","0.351212873469321"
"NE: Rentner/Rentnerin","2016","Thueringen","256","0.277825452379853","0.250269071808442","0.305381832951265"
"NE: Wehr- und Zivildienst","2016","Schleswig-Holstein","","","",""
"NE: Wehr- und Zivildienst","2016","Hamburg","","","",""
"NE: Wehr- und Zivildienst","2016","Niedersachsen","","","",""
"NE: Wehr- und Zivildienst","2016","Bremen","","","",""
"NE: Wehr- und Zivildienst","2016","Nordrhein-Westfalen","","","",""
"NE: Wehr- und Zivildienst","2016","Hessen","","","",""
"NE: Wehr- und Zivildienst","2016","Rheinland-Pfalz,Saarland","","","",""
"NE: Wehr- und Zivildienst","2016","Baden-Wuerttemberg","","","",""
"NE: Wehr- und Zivildienst","2016","Bayern","","","",""
"NE: Wehr- und Zivildienst","2016","Saarland","","","",""
"NE: Wehr- und Zivildienst","2016","Berlin","","","",""
"NE: Wehr- und Zivildienst","2016","Brandenburg","","","",""
"NE: Wehr- und Zivildienst","2016","Mecklenburg-Vorpommern","","","",""
"NE: Wehr- und Zivildienst","2016","Sachsen","","","",""
"NE: Wehr- und Zivildienst","2016","Sachsen-Anhalt","","","",""
"NE: Wehr- und Zivildienst","2016","Thueringen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Schleswig-Holstein","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Hamburg","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Niedersachsen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Bremen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Nordrhein-Westfalen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Hessen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Rheinland-Pfalz,Saarland","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Baden-Wuerttemberg","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Bayern","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Saarland","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Berlin","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Brandenburg","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Mecklenburg-Vorpommern","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Sachsen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Sachsen-Anhalt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2016","Thueringen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Schleswig-Holstein","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Hamburg","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Niedersachsen","51","0.0187154494199742","0.013733105930224","0.0236977929097244"
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Bremen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Nordrhein-Westfalen","86","0.0144608638709434","0.011449691665082","0.0174720360768048"
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Hessen","35","0.0165110021273814","0.0109318179026891","0.0220901863520736"
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Rheinland-Pfalz,Saarland","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Baden-Wuerttemberg","55","0.0118863460434801","0.00833033334456987","0.0154423587423903"
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Bayern","73","0.0114086356918197","0.00835554086316394","0.0144617305204754"
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Saarland","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Berlin","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Brandenburg","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Mecklenburg-Vorpommern","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Sachsen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Sachsen-Anhalt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2016","Thueringen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Schleswig-Holstein","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Hamburg","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Niedersachsen","43","0.014668165994542","0.0102482377448782","0.0190880942442058"
"Auszubildende, kaufmännisch (ab 2000)","2016","Bremen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Nordrhein-Westfalen","44","0.0079015427940892","0.00566830549835996","0.0101347800898184"
"Auszubildende, kaufmännisch (ab 2000)","2016","Hessen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Rheinland-Pfalz,Saarland","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Baden-Wuerttemberg","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Bayern","36","0.00650989789853667","0.00419791886004947","0.00882187693702387"
"Auszubildende, kaufmännisch (ab 2000)","2016","Saarland","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Berlin","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Brandenburg","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Mecklenburg-Vorpommern","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Sachsen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Sachsen-Anhalt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2016","Thueringen","","","",""
"Volontäre, Praktikanten","2016","Schleswig-Holstein","","","",""
"Volontäre, Praktikanten","2016","Hamburg","","","",""
"Volontäre, Praktikanten","2016","Niedersachsen","","","",""
"Volontäre, Praktikanten","2016","Bremen","","","",""
"Volontäre, Praktikanten","2016","Nordrhein-Westfalen","32","0.0049527241552028","0.00318202220992903","0.00672342610047657"
"Volontäre, Praktikanten","2016","Hessen","","","",""
"Volontäre, Praktikanten","2016","Rheinland-Pfalz,Saarland","","","",""
"Volontäre, Praktikanten","2016","Baden-Wuerttemberg","","","",""
"Volontäre, Praktikanten","2016","Bayern","","","",""
"Volontäre, Praktikanten","2016","Saarland","","","",""
"Volontäre, Praktikanten","2016","Berlin","","","",""
"Volontäre, Praktikanten","2016","Brandenburg","","","",""
"Volontäre, Praktikanten","2016","Mecklenburg-Vorpommern","","","",""
"Volontäre, Praktikanten","2016","Sachsen","","","",""
"Volontäre, Praktikanten","2016","Sachsen-Anhalt","","","",""
"Volontäre, Praktikanten","2016","Thueringen","","","",""
"Aspiranten (1990 Ost)","2016","Schleswig-Holstein","","","",""
"Aspiranten (1990 Ost)","2016","Hamburg","","","",""
"Aspiranten (1990 Ost)","2016","Niedersachsen","","","",""
"Aspiranten (1990 Ost)","2016","Bremen","","","",""
"Aspiranten (1990 Ost)","2016","Nordrhein-Westfalen","","","",""
"Aspiranten (1990 Ost)","2016","Hessen","","","",""
"Aspiranten (1990 Ost)","2016","Rheinland-Pfalz,Saarland","","","",""
"Aspiranten (1990 Ost)","2016","Baden-Wuerttemberg","","","",""
"Aspiranten (1990 Ost)","2016","Bayern","","","",""
"Aspiranten (1990 Ost)","2016","Saarland","","","",""
"Aspiranten (1990 Ost)","2016","Berlin","","","",""
"Aspiranten (1990 Ost)","2016","Brandenburg","","","",""
"Aspiranten (1990 Ost)","2016","Mecklenburg-Vorpommern","","","",""
"Aspiranten (1990 Ost)","2016","Sachsen","","","",""
"Aspiranten (1990 Ost)","2016","Sachsen-Anhalt","","","",""
"Aspiranten (1990 Ost)","2016","Thueringen","","","",""
"ungelernter Arbeiter","2016","Schleswig-Holstein","","","",""
"ungelernter Arbeiter","2016","Hamburg","","","",""
"ungelernter Arbeiter","2016","Niedersachsen","84","0.0242805519949721","0.0186217068076352","0.0299393971823091"
"ungelernter Arbeiter","2016","Bremen","","","",""
"ungelernter Arbeiter","2016","Nordrhein-Westfalen","143","0.0211929188087255","0.0175600854643014","0.0248257521531497"
"ungelernter Arbeiter","2016","Hessen","52","0.0225630721912206","0.0160611357429083","0.0290650086395329"
"ungelernter Arbeiter","2016","Rheinland-Pfalz,Saarland","50","0.0249932236166171","0.0168938569764346","0.0330925902567996"
